mua_objectid,mua_aggname,mua_cellcount,mua_country_code,mua_country,mua_cell_count_orig,mua_worldpop_thousands,mua_area_m2,mua_pop_per_km2,region_1,economy,sub_regions,lowBA_lowPR_93_99,highBA_lowPR_93_99,lowBA_highPR_93_99,highBA_highPR_93_99,lowBA_lowPR_99_09,highBA_lowPR_99_09,lowBA_highPR_99_09,highBA_highPR_99_09,lowBA_lowPR_10_20,highBA_lowPR_10_20,lowBA_highPR_10_20,highBA_highPR_10_20,GDP_1990_Bdol_US2011,GDP_1991_Bdol_US2011,GDP_1992_Bdol_US2011,GDP_1993_Bdol_US2011,GDP_1994_Bdol_US2011,GDP_1995_Bdol_US2011,GDP_1996_Bdol_US2011,GDP_1997_Bdol_US2011,GDP_1998_Bdol_US2011,GDP_1999_Bdol_US2011,GDP_2000_Bdol_US2011,GDP_2001_Bdol_US2011,GDP_2002_Bdol_US2011,GDP_2003_Bdol_US2011,GDP_2004_Bdol_US2011,GDP_2005_Bdol_US2011,GDP_2006_Bdol_US2011,GDP_2007_Bdol_US2011,GDP_2008_Bdol_US2011,GDP_2009_Bdol_US2011,GDP_2010_Bdol_US2011,GDP_2011_Bdol_US2011,GDP_2012_Bdol_US2011,GDP_2013_Bdol_US2011,GDP_2014_Bdol_US2011,GDP_2015_Bdol_US2011
919,Sacramento,81,840,USA,82,1704,1328785152,128,NorAmer,advanced,NorAmer,59,22,0,0,64,17,0,0,81,0,0,0,56.53238051,55.94271394,56.80501725,57.38483692,58.92417473,60.51242946,62.84189833,65.53353274,69.39271463,73.34969789,77.59797495,77.29048546,78.15505775,80.44738735,83.80077042,86.91098053,89.72331694,90.58636302,88.58670026,85.09099537,87.29854914,88.83991265,90.95210121,91.93507306,94.38501306,96.88508572
920,Safaqis,15,788,Tunisia,23,529,250256032,211,Africa,other,NorthAfrica,13,2,0,0,13,2,0,0,15,0,0,0,2.245883958,2.348849365,2.545653324,2.641875411,2.72549601,2.802235144,3.028794134,3.222703073,3.409184031,3.647389032,3.862096178,4.025499841,4.09560121,4.309015998,4.598942691,4.77924003,5.049636726,5.410357556,5.658761232,5.846770482,6.070212926,5.924456241,6.155990445,6.298284701,6.430912519,6.469633279
921,Safi,7,504,Morocco,10,279,63583132,439,Africa,other,NorthAfrica,7,0,0,0,7,0,0,0,7,0,0,0,0.768238565,0.848188057,0.85484835,0.872538815,0.990250195,0.958350587,1.097054816,1.094117074,1.18125974,1.194041095,1.208738293,1.27807376,1.330936303,1.475061585,1.552035683,1.635266492,1.948212769,2.138692036,2.268881875,2.365110076,2.567773385,2.698666606,2.774070028,2.886586684,2.93097816,3.035231538
922,Sagar,7,356,India,7,188,63745000,295,India,other,India,7,0,0,0,7,0,0,0,7,0,0,0,0.305856312,0.277674446,0.282594,0.303431994,0.328564128,0.353895328,0.375389564,0.379404254,0.385007862,0.39277171,0.372017222,0.402236218,0.394934496,0.448844068,0.467279238,0.4852012,0.538732552,0.57499252,0.613311918,0.65334452,0.713831352,0.764087944,0.810255196,0.867588914,0.930886478,1.001858074
923,Saint-Etienne,18,250,France,18,239,143674528,166,Europe,advanced,Europe,18,0,0,0,18,0,0,0,18,0,0,0,7.198178632,7.263857154,7.229841974,7.093559306,7.166192848,7.349371972,7.359032016,7.937145896,8.254753606,8.460880874,8.781092406,8.95015399,8.937122314,9.085141832,9.431447782,9.563962172,9.931985338,10.19006481,10.20678236,9.85457852,10.1436142,10.42048378,10.50524244,10.632468,10.65879801,10.81486591
924,Sakarya,14,792,Turkey,14,200,119730672,167,OtherAsia,advanced,CentralAsia,10,4,0,0,13,1,0,0,13,1,0,0,2.5005671,2.52967779,2.708400116,2.793845542,2.777837256,3.32152172,3.734504786,3.66938119,4.171754246,3.8052306,4.230787824,3.932827454,4.204835774,4.45758681,4.91035158,5.362915214,5.77849819,6.098692486,6.187490656,5.92733788,6.49973541,7.05069765,7.17008301,7.43653299,7.61135254,7.88041371
925,Salem,13,356,India,13,1015,143713792,706,India,other,India,9,4,0,0,11,2,0,0,13,0,0,0,1.146599928,1.180443284,1.285410314,1.405387794,1.534378822,1.669600824,1.808478216,1.89924469,2.050341194,2.296033588,2.49427454,2.49561841,2.557585814,2.724198566,3.02816213,3.50134777,3.9533085,4.18996632,4.38016283,4.80716545,5.26972325,5.65069138,6.00274047,6.41042169,6.87811242,7.40250581
926,Salerno,7,380,Italy,8,131,45656916,287,Europe,advanced,Europe,6,1,0,0,6,1,0,0,7,0,0,0,4.08582511,4.10233716,4.10328535,4.06877133,4.15524447,4.19639193,4.25347829,4.24194897,4.36053507,4.44152947,4.62602699,4.78017898,4.89664289,4.88333663,4.9558068,4.99546837,5.09387271,5.15100157,5.03587652,4.76864751,4.85178332,4.93591496,4.84672143,4.73201172,4.71790487,4.79827046
927,Salta,14,32,Argentina,15,466,188572160,247,LatAmerCarib,other,LatAmerCarib,13,1,0,0,14,0,0,0,14,0,0,0,1.260442958,1.439380168,1.611987351,1.725899454,1.833362006,1.843683669,1.939917997,2.15094345,2.253986606,2.309090486,2.3789594,2.291912946,2.32505775,2.545762434,2.849947762,3.178191998,3.566044972,3.96968445,4.189581086,4.240772232,4.716935088,5.225729722,5.369640068,5.610175418,5.689387718,5.560240988
928,Saltillo,18,484,Mexico,18,806,237116208,340,LatAmerCarib,advanced,LatAmerCarib,15,3,0,0,13,5,0,0,17,1,0,0,7.897903061,8.108449947,8.271526029,8.46348129,8.702288364,8.54759115,9.081039886,9.734158626,10.14889785,10.22533118,10.39811813,10.27369392,10.76203606,11.14800233,11.93425036,11.98708211,12.60413529,12.29547746,12.57388859,11.18670627,12.43797596,12.9426381,13.470246,13.66375768,13.90397078,14.19249823
929,Salt-Lake-City,53,840,USA,54,1052,839185216,125,NorAmer,advanced,NorAmer,45,8,0,0,48,5,0,0,53,0,0,0,17.68896653,18.3256844,19.1618943,20.31971209,21.7481412,22.96648493,24.43533639,26.04590748,27.43723141,28.97283758,30.52176475,31.43977019,31.95123029,32.52414565,33.74991772,35.75037525,36.8706142,37.91728017,37.97971222,36.61957234,37.34025902,38.16342752,39.23969432,40.06140973,41.12898907,42.21841864
930,Samara,32,643,Russia,34,924,304379296,304,Russia,other,Russia,28,4,0,0,31,1,0,0,16,16,0,0,31.0987408,29.68150607,25.54398461,23.5270068,20.74483952,20.02342945,18.57125501,20.28233368,17.82707885,17.67392046,17.4486731,19.02083389,18.92636126,20.7373196,21.97664111,22.52236206,23.86700142,25.52254709,26.18186205,21.09934645,18.57981235,19.42323805,20.14078215,20.42358195,20.19056157,19.38326057
931,Samarinda,14,360,Indonesia,14,606,155698272,389,SEAsia,other,SEAsia,10,4,0,0,13,1,0,0,14,0,0,0,8.97435524,9.65876396,10.22618768,10.82649049,11.49046582,12.29079442,13.05355822,13.48075856,11.58619528,11.63712864,12.31731136,12.9421523,14.01091736,15.55246466,17.64162596,20.40151099,20.07939209,20.68483794,25.33811494,21.63703991,22.46920104,23.85074089,25.28150886,26.38619326,27.6071332,28.8322871
932,Samarkand,18,860,Uzbekistan,18,468,244128432,192,OtherAsia,other,CentralAsia,18,0,0,0,18,0,0,0,8,0,10,0,1.26452576,1.256656734,1.111649886,1.08230382,1.025249684,1.016486912,1.003879696,1.053300316,1.203785602,1.299531356,1.293412266,1.35634936,1.45262908,1.547567332,1.602433956,1.665510872,1.790996032,1.968756684,2.141890418,2.308865664,2.469600718,2.632893556,2.838422538,3.051423886,3.265626812,3.489402456
933,Samsun,7,792,Turkey,10,354,57824148,612,OtherAsia,advanced,CentralAsia,7,0,0,0,7,0,0,0,6,1,0,0,2.169671894,2.125796044,2.343878983,2.492925194,2.229734887,2.529106786,2.877227714,3.072457038,3.186114564,3.157556858,3.202877694,3.023335635,3.244204103,3.451683248,3.816015726,4.182724768,4.523018736,4.790706142,4.877766539,4.689256328,5.160265826,5.617392514,5.732542896,5.921270854,6.0604701,6.274707634
934,Sanandaj,13,364,Iran,13,176,124477688,141,MiddleEast,other,MiddleEast,13,0,0,0,12,1,0,0,13,0,0,0,1.033195532,1.179144675,1.238277905,1.242733414,1.243164728,1.291742936,1.389210309,1.420052207,1.459803444,1.499607825,1.600295289,1.609728457,1.825174404,2.006855814,2.083462202,2.200940631,2.460605091,2.697198523,2.738442235,3.091731626,3.159858981,3.293227675,3.087921173,3.040213978,3.161872911,3.248025835
935,San-Antonio,67,840,USA,67,1658,1266559744,131,NorAmer,advanced,NorAmer,50,17,0,0,47,20,0,0,63,4,0,0,34.38813232,34.91792493,36.75439272,38.37596417,40.18044084,41.76387782,44.02746078,47.31950612,50.02970635,52.89884217,56.06065451,56.55814265,56.72684927,58.35893072,60.7822226,64.34920484,66.08592197,67.66192226,69.65844666,65.94001988,68.23366011,69.71251132,71.65218088,73.08238447,75.02993555,77.01732375
936,San-Diego_Tijuana+,78,840,USA,90,3568,1556980352,229,NorAmer,advanced,NorAmer,66,12,0,0,72,6,0,0,76,2,0,0,90.58835285,90.68193819,92.77117813,94.55738543,97.83720027,99.48789165,104.057526,109.7998716,116.0857323,123.1118544,130.6358618,131.3526935,131.6348746,135.651747,142.2082405,147.6260357,153.3225979,151.1206099,147.944623,142.3856459,146.0549915,149.334774,153.5032538,155.7003563,159.6916893,163.8240036
937,Sangali,9,356,India,9,496,119024568,417,India,other,India,6,3,0,0,9,0,0,0,8,1,0,0,1.064017434,1.0576082,1.220155964,1.330395986,1.44551928,1.556917756,1.65574951,1.689190906,1.74803011,1.844932716,1.847332914,1.94643681,2.06300931,2.22199702,2.41891915,2.76665021,3.10941389,3.39056323,3.4365974,3.79329125,4.09243277,4.36824781,4.61910227,4.93039447,5.29010579,5.69342828
938,San-Juan_*PuertoRico*,24,630,Puerto_Rico,47,1026,486170400,211,LatAmerCarib,other,LatAmerCarib,23,1,0,0,23,1,0,0,24,0,0,0,27.34170056,27.69441635,28.9575218,30.15471719,31.40994068,32.74416888,33.67673139,34.78700101,37.31235887,38.2908155,39.16515865,42.98763543,43.75119242,44.30344016,45.13315207,45.51424119,45.35918669,44.16475415,43.68108609,42.93728161,42.08061453,41.66496202,40.90308694,40.1020178,40.44529869,40.88585804
939,San-Juan_*Argentina*,16,32,Argentina,47,423,209108544,202,LatAmerCarib,other,LatAmerCarib,13,2,1,0,16,0,0,0,16,0,0,0,1.629410987,1.8491084,2.06029761,2.197110895,2.327080325,2.154967673,2.184808061,2.408908875,2.573452319,2.613234689,2.574521807,2.512015911,1.971327159,2.175413967,2.47777107,2.820585597,3.160645039,3.513746994,3.703452034,3.743679335,4.158409782,4.600701459,4.720938413,4.925630183,4.995177591,4.881789091
940,Saint-Petersburg,47,643,Russia,52,3871,488399328,793,Russia,other,Russia,45,2,0,0,5,2,34,6,6,0,28,13,75.47066235,71.18976514,60.55193148,55.12197008,48.03938976,45.83164299,45.19778009,44.77013324,47.64057258,48.37290193,49.86286493,56.62006552,64.51510601,69.76440609,77.20264282,78.99911472,85.98049664,97.04145251,108.6153177,109.9029714,88.35911514,92.09036997,95.2057112,93.49158091,92.42489104,88.72936662
941,Sanliurfa,12,792,Turkey,12,425,110993736,383,OtherAsia,advanced,CentralAsia,11,1,0,0,11,1,0,0,11,1,0,0,0.798710959,0.865213316,1.010337198,1.295639838,1.391322608,1.299915356,1.483462308,1.58504182,1.654984892,1.547342183,1.690271524,1.711074866,1.836947796,1.955360376,2.162789916,2.371772008,2.565975818,2.719163795,2.76993514,2.664197252,2.933251529,3.194684308,3.261800564,3.396536469,3.476383479,3.59927335
942,San-Miguel-de-Tucuman,19,32,Argentina,19,808,260154944,311,LatAmerCarib,other,LatAmerCarib,15,4,0,0,16,3,0,0,11,8,0,0,2.61050434,2.892551206,3.179305208,3.386653222,3.633610831,3.58943677,3.815841325,4.241112076,4.358099792,4.229454028,4.203177172,4.166046348,3.537934227,3.872014477,4.367354554,4.926149204,5.51108081,6.117011104,6.437217058,6.497219314,7.20623361,7.961078792,8.157507192,8.499369104,8.619376078,8.423719558
943,Sanming,9,156,China,9,253,81936432,309,China,other,China,9,0,0,0,9,0,0,0,9,0,0,0,0.313493812,0.35373188,0.418875738,0.516157932,0.651245598,0.727421272,0.807065002,0.907143994,0.999579326,1.093094198,1.176910628,1.24944794,1.344613312,1.427849292,1.508482944,1.604801046,1.80908291,2.10238216,2.237264256,2.52784239,2.8231195,3.08935208,3.32678635,3.5595239,3.80960742,4.06314846
944,San-Salvador,17,222,El_Salvador,18,1058,227456480,465,LatAmerCarib,other,LatAmerCarib,16,1,0,0,17,0,0,0,17,0,0,0,8.283116614,8.728146416,9.538054204,10.39861836,11.19540088,12.09497162,12.49499508,13.50078361,14.17858338,14.19370702,13.00444849,11.02767911,9.245580194,8.27254536,8.027302884,8.603478114,9.82035667,11.55511066,13.3745547,14.72800674,16.75770797,17.08146631,17.35394833,17.62368101,17.80111148,18.16060534
945,San-Salvador-de-Jujuy,12,32,Argentina,13,271,135882688,199,LatAmerCarib,other,LatAmerCarib,11,1,0,0,12,0,0,0,12,0,0,0,0.800938992,0.877136574,0.951165909,0.997499262,1.051302947,1.041338989,1.050459953,1.157265099,1.197580634,1.130603361,1.107067115,1.108348772,1.028242626,1.128256406,1.255326754,1.414280914,1.583359831,1.758693843,1.852040852,1.870573931,2.07608028,2.29503766,2.353158031,2.453295555,2.48793494,2.431459488
946,Santa-Clarita,17,840,USA,17,187,200200128,93,NorAmer,advanced,NorAmer,14,3,0,0,16,1,0,0,17,0,0,0,10.59552516,10.48621529,10.64905063,10.75893415,11.04873343,11.34774271,11.7858024,12.29185588,13.01700008,13.76060846,14.55898661,14.50277621,14.66649591,15.09819982,15.72914097,16.31455383,16.84415581,17.00786999,16.63407407,15.97925461,16.39542089,16.68653403,17.08492359,17.27124454,17.73149945,18.20117109
947,Santa-Cruz,24,68,Bolivia,24,1207,378147040,319,LatAmerCarib,other,LatAmerCarib,12,12,0,0,22,2,0,0,24,0,0,0,2.730737358,3.010707627,3.141918479,3.354323879,3.660532261,3.897427178,4.240673929,4.591119688,5.26657641,5.082446802,5.411732248,5.585866808,5.593931911,5.710037857,5.874622056,6.114699852,6.358455375,6.54606028,6.715149435,6.884484209,7.135970061,7.511086854,7.90003246,8.441573636,8.854637302,9.15641034
948,Santa-Fe,15,32,Argentina,16,292,135058336,216,LatAmerCarib,other,LatAmerCarib,3,0,10,2,15,0,0,0,14,1,0,0,2.371314943,2.692590936,3.035623194,3.314422698,3.636245283,3.603183807,3.959357983,4.238772253,4.484231357,4.268993529,4.322248721,4.254090785,4.216939132,4.74142005,5.34934431,5.997155876,6.700485757,7.426768737,7.803843911,7.864039347,8.707459278,9.602325701,9.82062392,10.21175636,10.35594192,10.12086581
949,Santa-Rosa,26,840,USA,26,262,294411680,89,NorAmer,advanced,NorAmer,26,0,0,0,26,0,0,0,26,0,0,0,10.06778716,9.94729025,10.08523358,10.17296382,10.43055994,10.69633054,11.0924531,11.55158547,12.21526549,12.89464386,13.62366931,13.55058978,13.68293045,14.06452981,14.63032474,15.15216323,15.62070933,15.74907665,15.38009474,14.75277423,15.11465043,15.36036566,15.7039863,15.85197966,16.27441281,16.70548977
950,Santiago,55,152,Chile,70,6567,973008128,675,LatAmerCarib,advanced,LatAmerCarib,33,22,0,0,37,14,4,0,44,2,8,1,48.82259442,53.59908297,61.4937789,66.63434018,68.95407991,77.36210702,82.97363454,88.56840207,90.29625719,88.38181056,93.0488071,95.47471285,97.00299242,100.4598119,106.2931653,112.0977435,117.0464092,123.2038843,127.4814701,126.491242,135.6020662,143.2123779,150.7031984,156.3659365,158.7914009,161.5758557
951,Santiago_*Dominican_Rep*,13,214,Dominican_Republic,70,656,173461232,378,LatAmerCarib,other,LatAmerCarib,7,6,0,0,11,2,0,0,13,0,0,0,2.571689847,2.60595263,2.890164804,3.109488574,3.192075446,3.379541616,3.634278138,3.940633064,4.23364477,4.535346572,4.809274512,4.908480198,5.205078182,5.204140606,5.28494417,5.788556846,6.422352738,6.98457866,7.223232046,7.31067043,7.939793986,8.149877096,8.351596944,8.739335642,9.348217402,9.966096114
952,Santiago-de-Cuba,9,192,Cuba,9,216,87772824,246,LatAmerCarib,other,LatAmerCarib,9,0,0,0,9,0,0,0,9,0,0,0,5.188584135,4.643293151,4.118179087,3.51912562,3.559888575,3.664210515,3.970625397,4.102341032,4.131068987,4.411511058,4.699433256,4.864173173,4.949773683,5.15541944,5.474104699,6.113798999,6.884975508,7.424412136,7.773001547,7.928565824,8.15942016,8.391809493,8.645575268,8.877326331,8.976714884,9.098409374
953,Santiago-Del-Estero,15,32,Argentina,15,324,172231824,188,LatAmerCarib,other,LatAmerCarib,14,1,0,0,14,1,0,0,15,0,0,0,0.682743808,0.770468132,0.855334992,0.910841178,0.965718,0.944001092,0.972603592,1.057902018,1.09170712,1.062129169,1.100235789,1.069533842,1.052461405,1.166532301,1.305682491,1.467295186,1.647119113,1.834420095,1.936965536,1.961590903,2.182927405,2.419612136,2.48752259,2.600308064,2.637023318,2.577163512
954,Santipur,6,356,India,6,97,59604284,163,India,other,India,6,0,0,0,6,0,0,0,5,1,0,0,0.415501348,0.41760675,0.415874464,0.42848262,0.459446252,0.503801132,0.555471586,0.592502036,0.64270427,0.710772714,0.744807656,0.794344204,0.81562087,0.87595547,0.93631033,0.92605197,0.9817731,1.04875462,1.08927126,1.1947904,1.31732155,1.40253609,1.47934531,1.5752188,1.69014367,1.81900164
955,Santo_Domingo_*Dominican_Rep*,21,214,Dominican_Republic,32,3236,364589696,888,LatAmerCarib,other,LatAmerCarib,9,12,0,0,17,4,0,0,21,0,0,0,11.08988671,11.14185505,12.25559182,13.08132731,13.32633083,14.00511395,14.95371317,16.10289387,17.1853754,18.29179966,19.2760005,19.63762307,20.78635536,20.74503202,21.02927176,22.99204868,25.46418403,27.64450564,28.53894494,28.8340762,31.26117134,32.03310338,32.769827,34.22750941,36.61218859,39.03210457
956,Santo_Domingo_*Ecuador*,9,218,Ecuador,32,242,111824376,216,LatAmerCarib,other,LatAmerCarib,0,0,9,0,7,2,0,0,5,4,0,0,1.586743736,1.662139042,1.704055786,1.744086822,1.819416394,1.848558954,1.842248282,1.837735666,1.818456026,1.725923558,1.869029464,2.079011388,2.220358846,2.213758834,2.3523236,2.4621437,2.53707024,2.542464246,2.69817225,2.70733465,2.79663193,2.998737906,3.14957765,3.27470953,3.37827757,3.371797626
957,Sanya,9,156,China,14,420,146714928,286,China,other,China,7,2,0,0,4,5,0,0,4,5,0,0,0.557309936,0.599461573,0.654747464,0.720050992,0.826600396,0.903157332,0.985038688,1.079343986,1.147057425,1.207348512,1.261272735,1.347514154,1.456615901,1.561824922,1.692855722,1.884619647,2.033955723,2.3358559,2.667558369,2.993198021,3.193508554,3.50256792,3.780293887,4.18438268,4.47836736,4.776416176
958,Sao-Jose-do-Rio-Preto,14,76,Brazil,14,422,192840976,219,LatAmerCarib,other,LatAmerCarib,9,3,2,0,13,1,0,0,14,0,0,0,5.251380022,5.258776404,5.512002872,5.898561944,5.796638914,6.18268414,6.189632532,6.521279256,6.53554314,6.706361142,6.974568556,7.042133712,7.082989652,7.076507924,7.290863648,7.709246596,8.045320646,8.578615976,8.830578334,8.725748152,10.71793825,11.1186758,11.31439021,11.60666071,11.59167545,11.12282575
959,Sao-Jose-dos-Campos,22,76,Brazil,22,714,306142304,233,LatAmerCarib,other,LatAmerCarib,21,1,0,0,21,1,0,0,22,0,0,0,9.470592304,9.478980738,9.930424346,10.62169334,10.43326968,11.12307375,11.1307086,11.72214998,11.74298968,12.04514741,12.52207207,12.63780433,12.7055368,12.68834463,13.06697472,13.8107931,14.40658985,15.35488959,15.79904322,15.60475603,19.15926154,19.8670896,20.20814812,20.72131576,20.69456338,19.85752885
960,Sao-Paulo,111,76,Brazil,111,18503,2251421696,822,LatAmerCarib,other,LatAmerCarib,84,27,0,0,100,4,7,0,108,0,3,0,218.062502,218.9726693,230.1257573,246.8926575,243.2218931,260.0329284,260.9177702,275.5013878,276.6886875,284.5008805,296.4632851,300.0276995,302.4650761,302.8846048,312.777011,331.4846973,346.7278107,370.5564754,382.3105597,378.6324866,466.1360129,484.6617748,494.3099128,508.2250576,507.5688914,487.0391995
961,Sapporo,30,392,Japan,32,1773,438434912,404,EastAsia,advanced,EastAsia,15,1,12,2,30,0,0,0,30,0,0,0,22.86703678,24.06109358,24.67722573,25.53415164,26.10047006,26.72118044,27.29237316,27.70996854,27.57482862,27.81859668,28.53637557,29.2483065,29.12129526,29.49964057,30.04096735,30.27777345,29.84796416,30.02930054,30.5289716,29.94475629,31.5110208,31.52733952,32.23981838,31.38214327,31.38034413,31.52851414
962,Sarajevo,15,70,Bosnia_Herzegovina,15,304,142604656,213,Europe,other,Europe,14,1,0,0,14,1,0,0,15,0,0,0,1.961976902,1.680485687,1.361458623,1.137690476,1.174305386,1.235168163,2.347689554,3.142853432,3.59213144,3.879667724,4.032862384,4.24160374,4.497466768,4.709346074,5.031216906,5.5111575,5.852777368,6.241301578,6.64435066,6.51551572,6.629047684,6.72153973,6.69248829,6.88905452,6.96537718,7.189354804
963,Sarasota+,33,840,USA,48,494,596916224,83,NorAmer,advanced,NorAmer,25,8,0,0,27,6,0,0,30,3,0,0,13.69410273,13.7184768,14.12336019,14.72967074,15.32809404,15.97861755,16.63419049,17.28898853,18.18061018,19.06212176,19.87808671,20.0352959,20.65187614,21.26360788,22.5378005,23.65378913,24.43552368,24.53682166,24.04280366,23.05168773,23.52956968,23.99193711,24.61080418,24.71366181,25.37224742,26.04430631
964,Saratov,25,643,Russia,31,727,257028912,283,Russia,other,Russia,25,0,0,0,23,2,0,0,21,4,0,0,13.92933245,13.34663637,11.53036279,10.66007095,9.434397996,9.139564524,7.83650316,8.548540852,7.481731268,7.522831494,8.066476042,9.126039672,9.257016334,10.10228453,10.67647664,10.10042867,10.60197944,11.86639701,12.93837097,12.89422553,11.11326264,11.66032863,12.1353977,12.35087242,12.20995587,11.72175193
965,Sargodha,9,586,Pakistan,9,533,104415768,510,OtherAsia,other,SouthAsia,8,1,0,0,9,0,0,0,9,0,0,0,1.26682263,1.337673954,1.436482416,1.44825407,1.53214889,1.63087763,1.70041112,1.71650095,1.77189502,1.916753674,2.0212309,2.08663605,2.1924926,2.3258874,2.53103627,2.73151806,2.90578629,3.05080567,3.10602471,3.19589944,3.24770167,3.34474284,3.46842829,3.62530367,3.78635019,3.98456572
966,Sari,10,364,Iran,10,121,87910552,138,MiddleEast,other,MiddleEast,10,0,0,0,10,0,0,0,10,0,0,0,2.477746662,2.794318678,2.901690552,2.88138157,2.853550872,2.936921464,3.130052266,3.172107276,3.234271528,3.296586374,3.49177336,3.729745238,3.976837784,4.38060727,4.32991355,4.509584714,4.59797087,5.071918644,5.55758897,5.9087289,6.16228114,6.39752082,5.97551073,5.860499344,6.095015636,6.26108969
967,Satna,11,356,India,11,360,108021096,333,India,other,India,11,0,0,0,10,1,0,0,10,1,0,0,0.58833744,0.534503366,0.544353976,0.584900892,0.63378511,0.683118698,0.725106048,0.733361452,0.744698624,0.760229638,0.720542866,0.779609572,0.765985056,0.871144252,0.9075498,0.943007906,1.047770764,1.119063868,1.19446591,1.273310788,1.392155102,1.49119783,1.582390792,1.695532014,1.81923466,1.957934622
968,Scranton,19,840,USA,19,135,167741712,80,NorAmer,advanced,NorAmer,19,0,0,0,19,0,0,0,19,0,0,0,7.238658888,7.252966964,7.382846846,7.508072576,7.65772811,7.758343966,7.97268042,8.242304502,8.594168966,8.887206964,9.104304544,9.117543838,9.41616753,9.7035072,10.005604,10.20607217,10.48416272,10.71887194,10.76997116,10.70423654,10.99585775,11.20527212,11.48743131,11.69351403,12.00513028,12.32312242
969,Seattle,76,840,USA,88,1874,1158431360,162,NorAmer,advanced,NorAmer,66,10,0,0,73,3,0,0,72,4,0,0,51.9740532,53.68650226,56.02232027,57.94025211,60.57239257,62.270417,65.99802823,70.09863835,74.8669039,80.51318147,83.84131251,84.09371221,85.45436417,88.05926897,92.75833992,94.00634183,97.88709448,101.7151725,102.5814477,100.0386158,101.9664129,104.2462027,107.2182188,109.1208677,112.0287889,114.9962102
970,Sekondi-Takoradi,8,288,Ghana,12,642,136453808,470,Africa,other,WestAfrica,7,1,0,0,8,0,0,0,8,0,0,0,0.308286797,0.330123131,0.34806689,0.36988256,0.386999796,0.408018761,0.432212123,0.455958617,0.482974013,0.509384088,0.532632516,0.55831981,0.587227011,0.621035123,0.658723669,0.700259876,0.747528865,0.782188409,0.855795979,0.899175569,0.972121415,1.109157004,1.2127628,1.31952259,1.365498383,1.411895044
971,Semarang,18,360,Indonesia,22,1607,319636352,503,SEAsia,other,SEAsia,12,6,0,0,14,4,0,0,16,2,0,0,4.308769762,4.67466781,4.976424294,5.28169452,5.600383568,5.961172598,6.27064207,6.377236706,5.356391048,5.203366176,5.255851078,5.314106548,5.444018822,5.641398868,5.93128498,6.362920624,7.014009926,7.388883304,7.735286446,8.125225686,8.584020468,9.095955558,9.62523877,10.12155333,10.58989673,11.05985719
972,Semipalatinsk,17,398,Kazakhstan,17,95,145823088,65,OtherAsia,other,CentralAsia,17,0,0,0,17,0,0,0,17,0,0,0,1.850298762,1.588207667,1.39728439,1.179858515,1.157383097,1.25144571,1.092255453,1.14679776,1.268275219,1.244127695,1.196373389,1.312114009,1.340920094,1.39171697,1.476515759,1.561147924,2.751940689,2.968731892,3.173031577,3.262760919,3.435309625,3.704289083,3.897972845,4.147054984,4.289023714,4.312682522
973,Sendai,32,392,Japan,36,1215,508727520,239,EastAsia,advanced,EastAsia,30,2,0,0,31,1,0,0,29,3,0,0,31.78726608,33.65059177,34.52723673,34.9523586,36.06371173,36.49006924,38.17349833,39.23375263,38.65463993,38.97204086,39.606261,39.96018716,39.81676862,40.30491035,40.43280096,41.03669282,41.61772986,42.002521,42.04473932,40.75902164,42.79579899,42.723543,43.59325899,44.19880538,44.19626923,44.40495624
974,Seremban,16,458,Malaysia,16,450,255932128,176,SEAsia,other,SEAsia,11,5,0,0,14,2,0,0,16,0,0,0,2.564227315,2.807190354,3.065580647,3.379908222,3.695860116,4.049834987,4.423969816,4.716161614,4.360342816,4.660071673,5.172089194,5.411085589,5.987833898,6.670167958,7.481573029,8.2209758,8.964039887,9.497092527,9.932419775,10.14654899,10.84396673,11.46101524,12.13562133,12.76401839,13.5347597,14.21457576
975,Sevastopol,11,804,Ukraine,15,158,107337248,147,Europe,other,Europe,11,0,0,0,11,0,0,0,5,6,0,0,1.429753454,1.321979808,1.20474782,1.045899192,0.820891367,0.73677531,0.6790954,0.675386463,0.679799513,0.696991983,0.759239809,0.849973769,0.916516704,1.025311916,1.17355619,1.228582584,1.365907948,1.456792942,1.485143688,1.32817398,1.417074708,1.500129152,1.510780204,1.509424214,1.482830457,1.333156311
976,Sevilla,27,724,Spain,27,1086,365919264,297,Europe,advanced,Europe,24,3,0,0,23,4,0,0,27,0,0,0,14.43658749,15.23177655,15.7552668,14.8760873,15.20114081,16.2943081,16.54246426,17.18332431,17.84861752,18.38910799,19.60043979,20.80433725,22.18369798,23.30452917,24.07798335,25.49445918,26.25483689,27.46223097,27.75601643,27.1186102,27.6987119,27.68543164,27.29589635,27.27842485,27.95414796,29.1208017
977,Shahjahanpur,8,356,India,8,372,96935392,384,India,other,India,8,0,0,0,8,0,0,0,8,0,0,0,0.435740476,0.442322182,0.448353158,0.453032278,0.472148522,0.502044982,0.537889786,0.559638478,0.594255916,0.644892924,0.663559212,0.679281342,0.71155584,0.74386494,0.782520644,0.83976893,0.90338363,0.968174282,1.02346797,1.115389696,1.198681912,1.281396046,1.35705275,1.45119866,1.557075074,1.675787896
